listing_id,description,room_type,formatted_description,formatted_room_type
29943909,Cozy and spacious room in the heart of NYC❤️,Private room,Cozy and spacious room in the heart of NYC❤️,private room
29944557,Chic and Stylish apartment in Central Harlem,Entire home/apt,Chic and Stylish apartment in Central Harlem,entire home/apt
29944625,Cozy King Sized Apt In NYC (Harlem),Entire home/apt,Cozy King Sized Apt In NYC (Harlem),entire home/apt
29945246,Lovely Furnished Studio Chelsea,Entire home/apt,Lovely Furnished Studio Chelsea,entire home/apt
29945283,Beautiful spacious bedroom in classic nyc walkup,Private room,Beautiful spacious bedroom in classic nyc walkup,private room
29945516,Bright Beautiful 4BDRM Triplex Loft Best Area,entire home/apt,Bright Beautiful 4BDRM Triplex Loft Best Area,entire home/apt
29945765,GREAT FURNISHED BEDROOM FOR LONG STAY,private room,GREAT FURNISHED BEDROOM FOR LONG STAY,private room
29945987,Spacious Apartment near Empire State Building,Entire home/apt,Spacious Apartment near Empire State Building,entire home/apt
29946107,"Spacious, sun-filled apartment in family townhome",Entire home/apt,"Spacious, sun-filled apartment in family townhome",entire home/apt
29946644,Bedroom for 2 Guests,PRIVATE ROOM,Bedroom for 2 Guests,private room
29947091,Cozy Private Bedroom in Harlem (WOMEN ONLY),Private room,Cozy Private Bedroom in Harlem (WOMEN ONLY),private room
29947398,Private Room w/ a 5 min walk to train!,Private room,Private Room w/ a 5 min walk to train!,private room
29948187,MidTown Heights,private room,MidTown Heights,private room
29948786,2BR / 2BA - Sleeps 6!,entire home/apt,2BR / 2BA - Sleeps 6!,entire home/apt
29955544,Magnificent Loft with a Skyline view,Entire home/apt,Magnificent Loft with a Skyline view,entire home/apt
29957585,Jewel Street Apartment 2 Bedroom,Entire home/apt,Jewel Street Apartment 2 Bedroom,entire home/apt
29957848,Beautiful UWS Apt. \\ 4 mins from Central Park,Entire home/apt,Beautiful UWS Apt. \\ 4 mins from Central Park,entire home/apt
29958350,Charming 2 bedroom west village penthouse!,Entire home/apt,Charming 2 bedroom west village penthouse!,entire home/apt
29959104,Warm Spacious Bedroom in Historical Harlem!!!,Private room,Warm Spacious Bedroom in Historical Harlem!!!,private room
29959489,NYC COZY 1 BD APT.  W/ ELEVATOR NEAR SUBWAYS R & M,Entire home/apt,NYC COZY 1 BD APT. W/ ELEVATOR NEAR SUBWAYS R & M,entire home/apt
29959810,Brooklyn Home With A View,Entire home/apt,Brooklyn Home With A View,entire home/apt
29960469,For Cat Lovers only: Quiet and Calm above subway.,Entire home/apt,For Cat Lovers only: Quiet and Calm above subway.,entire home/apt
29960687,Upper West Side Apartment near Central Park,Private room,Upper West Side Apartment near Central Park,private room
29961517,Central Park is Next Door ;),Private room,Central Park is Next Door ;),private room
29962534,Central Park Is Across The Street,private room,Central Park Is Across The Street,private room
29962755,Beautiful Room 30 minutes to Manhattan,Private room,Beautiful Room 30 minutes to Manhattan,private room
29962965,Dyckman Delight - Upscale Apartment Uptown,Entire home/apt,Dyckman Delight - Upscale Apartment Uptown,entire home/apt
29963575,VAL'S PLACE,Private room,VAL'S PLACE,private room
29963810,Beautiful and comfy Private bed/bath in Manhattan!,Private room,Beautiful and comfy Private bed/bath in Manhattan!,private room
29964046,Bohemian Brownstone,ENTIRE HOME/APT,Bohemian Brownstone,entire home/apt
29964050,"XL 1bed, 2bath duplex, w. yard, 1 block to subway",ENTIRE HOME/APT,"XL 1bed, 2bath duplex, w. yard, 1 block to subway",entire home/apt
29964495,Brooklyn 2 bedroom apartment for pet lovers,Entire home/apt,Brooklyn 2 bedroom apartment for pet lovers,entire home/apt
29964754,NYC Room and Balcony. Walk to Forest Hills Stadium,PRIVATE ROOM,NYC Room and Balcony. Walk to Forest Hills Stadium,private room
29965041,Nice room to rent at Midtown Manhattan,Private room,Nice room to rent at Midtown Manhattan,private room
29965101,Large Private Space in Ideal Location,Private room,Large Private Space in Ideal Location,private room
29965481,Cottage by the Water,Entire home/apt,Cottage by the Water,entire home/apt
29965497,Entire 3 FL apartment close to Subway,ENTIRE HOME/APT,Entire 3 FL apartment close to Subway,entire home/apt
29965528,1 Bedroom by Central Park - Great Location in NYC,Private room,1 Bedroom by Central Park - Great Location in NYC,private room
29965956,Cozy Apartment near Central Park,Private room,Cozy Apartment near Central Park,private room
29965995,LUXURY 3BDRM 1BTH Sleeps 10PPL 25 min to Manhattan,ENTIRE HOME/APT,LUXURY 3BDRM 1BTH Sleeps 10PPL 25 min to Manhattan,entire home/apt
29966192,The Cozy Place,entire home/apt,The Cozy Place,entire home/apt
29966514,ChinitaBhost QUEENS,Private room,ChinitaBhost QUEENS,private room
29966943,Your Home Away From Home,Entire home/apt,Your Home Away From Home,entire home/apt
29967433,Dulce hogar,private room,Dulce hogar,private room
29967445,Cozy Studio NYC getaway,entire home/apt,Cozy Studio NYC getaway,entire home/apt
29967770,"Cottage in the City - 2 bedroom, 2 bath DUMBO",Entire home/apt,"Cottage in the City - 2 bedroom, 2 bath DUMBO",entire home/apt
29968356,Private STUDIO in Central Park | TIMES SQUARE,entire home/apt,Private STUDIO in Central Park | TIMES SQUARE,entire home/apt
29968478,Studio in Forest Hills near public transportation.,Entire home/apt,Studio in Forest Hills near public transportation.,entire home/apt
29970723,Habitación privada en Brooklyn.,Private room,Habitación privada en Brooklyn.,private room
29975548,NICE APARTMENT-TIME-SQUARE/CENTRAL PARK,Entire home/apt,NICE APARTMENT-TIME-SQUARE/CENTRAL PARK,entire home/apt
29977234,Waterfront Studio View of Manhattan,Entire home/apt,Waterfront Studio View of Manhattan,entire home/apt
29978942,Marcus’s place,private room,Marcus’s place,private room
29979969,Enormous beautiful apt in the heart Williamsburg,ENTIRE HOME/APT,Enormous beautiful apt in the heart Williamsburg,entire home/apt
29980934,"Peaceful Apartment steps from Manhattan, Airports",Entire home/apt,"Peaceful Apartment steps from Manhattan, Airports",entire home/apt
29981007,Brooklyn Luxury Apartment - Gorgeous 3 bedroom,Entire home/apt,Brooklyn Luxury Apartment - Gorgeous 3 bedroom,entire home/apt
29981213,Broadway Triangle,Private room,Broadway Triangle,private room
29981718,Beautiful Elite Penthouse,Entire home/apt,Beautiful Elite Penthouse,entire home/apt
29981728,comfy  apto :),entire home/apt,comfy apto :),entire home/apt
29981890,MODERN & STYLISH HARLEM APARTMENT,Entire home/apt,MODERN & STYLISH HARLEM APARTMENT,entire home/apt
29982192,Boho chic brooklyn escape,Entire home/apt,Boho chic brooklyn escape,entire home/apt
29982557,The House on Richardson: Entire Home w/ Rear Yard,entire home/apt,The House on Richardson: Entire Home w/ Rear Yard,entire home/apt
29982582,Sunny One-Bedroom Apartment in a Brownstone,ENTIRE HOME/APT,Sunny One-Bedroom Apartment in a Brownstone,entire home/apt
29982644,Don’t miss it! Cozy Space is Available in Queens!,Private room,Don’t miss it! Cozy Space is Available in Queens!,private room
29983341,Cute Hells Kitchen Apt. w Balcony,Entire home/apt,Cute Hells Kitchen Apt. w Balcony,entire home/apt
29983505,Private Bedroom in Bushwick artist house,Private room,Private Bedroom in Bushwick artist house,private room
29984457,粉色上房,Private room,粉色上房,private room
29984938,HUGE 1-Bedroom in Theater District,Entire home/apt,HUGE 1-Bedroom in Theater District,entire home/apt
29987114,Hamilton Heights - West Harlem Studio,Entire home/apt,Hamilton Heights - West Harlem Studio,entire home/apt
29987700,"Spacious, sunny 1 bedroom on the Lower East Side",entire home/apt,"Spacious, sunny 1 bedroom on the Lower East Side",entire home/apt
29987801,Central Park Is Just Steps Away,private room,Central Park Is Just Steps Away,private room
29987867,Quietly cool uptown 1BD apartment,entire home/apt,Quietly cool uptown 1BD apartment,entire home/apt
29989236,Double Bed Private Room,Private room,Double Bed Private Room,private room
29989586,Cozy private bedroom,Private room,Cozy private bedroom,private room
29989939,Ideally located downtown sanctuary,entire home/apt,Ideally located downtown sanctuary,entire home/apt
29990168,Brooklyn Awesomely Huge Apartment,entire home/apt,Brooklyn Awesomely Huge Apartment,entire home/apt
29990344,Charming Brooklyn Apartment Next to Prospect Park,private room,Charming Brooklyn Apartment Next to Prospect Park,private room
29991534,Lovely room,PRIVATE ROOM,Lovely room,private room
29992271,Bright & Spacious Bushwick Bedroom,Private room,Bright & Spacious Bushwick Bedroom,private room
29993012,Beautiful Large Studio in the heart of Park Slope,ENTIRE HOME/APT,Beautiful Large Studio in the heart of Park Slope,entire home/apt
29993540,Very Spacious Colorful Room Close to Manhattan,Private room,Very Spacious Colorful Room Close to Manhattan,private room
29994325,In The Heart of The City,Entire home/apt,In The Heart of The City,entire home/apt
29994675,Near 5 major trains in 1 subway station!,PRIVATE ROOM,Near 5 major trains in 1 subway station!,private room
29994978,Sunny garden studio minutes from Prospect Park,entire home/apt,Sunny garden studio minutes from Prospect Park,entire home/apt
29995144,Home away from home 1,private room,Home away from home 1,private room
29995362,"Hollis Cove - Queens 1BR Flat Near LGA & JFK, SJU",Entire home/apt,"Hollis Cove - Queens 1BR Flat Near LGA & JFK, SJU",entire home/apt
29995668,Cozy room in friendly & hip Bushwick near subway,Private room,Cozy room in friendly & hip Bushwick near subway,private room
29996902,Hudson Yard - Lux King Room,Private room,Hudson Yard - Lux King Room,private room
29998656,Cozy room in West Village,PRIVATE ROOM,Cozy room in West Village,private room
29998952,Large Private Bedroom in Brownstone Apartment,Private room,Large Private Bedroom in Brownstone Apartment,private room
29999267,Private Room in Brownstone Apartment,private room,Private Room in Brownstone Apartment,private room
30002830,Bunk bed spot one block from subway,Shared room,Bunk bed spot one block from subway,shared room
30005374,Nice one bedroom well located,Entire home/apt,Nice one bedroom well located,entire home/apt
30006781,Sunlit double story studio escape in Bed-Stuy!,Entire home/apt,Sunlit double story studio escape in Bed-Stuy!,entire home/apt
30006962,"Sharp Wall Street 1BR w/ Gym, Doorman, Roof deck by Blueground",Entire home/apt,"Sharp Wall Street 1BR w/ Gym, Doorman, Roof deck by Blueground",entire home/apt
30007128,Newly renovated apartment in Brooklyn Townhouse,Entire home/apt,Newly renovated apartment in Brooklyn Townhouse,entire home/apt
30007787,SUNNY STUDIO IN CHELSEA,Entire home/apt,SUNNY STUDIO IN CHELSEA,entire home/apt
30009035,Sweet room on prime location,Private room,Sweet room on prime location,private room
30009546,Cozy Artist’s Apartment Bushwick,PRIVATE ROOM,Cozy Artist’s Apartment Bushwick,private room
30009701,Fast Commute - SUNNY PRIVATE ROOM  in luxury BK,Private room,Fast Commute - SUNNY PRIVATE ROOM in luxury BK,private room
30010084,Very spacious 2 BR  in Crown Heights,Entire home/apt,Very spacious 2 BR in Crown Heights,entire home/apt
30010324,New York Style one bed,Entire home/apt,New York Style one bed,entire home/apt
30011365,1 bed close to Park and subway,entire home/apt,1 bed close to Park and subway,entire home/apt
30011527,Cozy Duplex Studio 1 Minute to Subway,ENTIRE HOME/APT,Cozy Duplex Studio 1 Minute to Subway,entire home/apt
30012164,"Historic Gem in Beautiful Clinton Hill, Brooklyn",Entire home/apt,"Historic Gem in Beautiful Clinton Hill, Brooklyn",entire home/apt
30014004,Modern Brooklyn Condo,entire home/apt,Modern Brooklyn Condo,entire home/apt
30014439,East Village Gem - The Garden Dream,Entire home/apt,East Village Gem - The Garden Dream,entire home/apt
30014743,Cute & quiet 1BR in East Village,Entire home/apt,Cute & quiet 1BR in East Village,entire home/apt
30014866,DaDukes Giza,Private room,DaDukes Giza,private room
30015529,"Quiet, Sun-Filled, 1BR Williamsburg Apt",ENTIRE HOME/APT,"Quiet, Sun-Filled, 1BR Williamsburg Apt",entire home/apt
30015658,private spacious LES bedroom,Private room,private spacious LES bedroom,private room
30015731,1 Bedroom Spacious and Cozy UWS Apartment,entire home/apt,1 Bedroom Spacious and Cozy UWS Apartment,entire home/apt
30016740,Cozy Yogi Crash Pad :),Private room,Cozy Yogi Crash Pad :),private room
30017676,KOREA FOOD TOWN! Affordable Price! Ideal for 1or2!,Private room,KOREA FOOD TOWN! Affordable Price! Ideal for 1or2!,private room
30017757,Next to Central Park,Private room,Next to Central Park,private room
30018456,COMFORTABLE PRIVATE ROOM IN FLATBUSH!,Private room,COMFORTABLE PRIVATE ROOM IN FLATBUSH!,private room
30019511,Hard to Find!!! Entire private floor and 2 baths,Private room,Hard to Find!!! Entire private floor and 2 baths,private room
30019535,NewYork Downtown aloft,Private room,NewYork Downtown aloft,private room
30020090,Large Chic Uptown NYC Apartment,Entire home/apt,Large Chic Uptown NYC Apartment,entire home/apt
30020930,Romantic Upper East Side  studio,ENTIRE HOME/APT,Romantic Upper East Side studio,entire home/apt
30021086,"Room in a Cosy Appartment, Midtown, Grand Central",Private room,"Room in a Cosy Appartment, Midtown, Grand Central",private room
30021315,Central Park studio,entire home/apt,Central Park studio,entire home/apt
30021600,Tasteful Bright Studio Loft in Historic Brownstone,entire home/apt,Tasteful Bright Studio Loft in Historic Brownstone,entire home/apt
30021914,Pelham Gardens Entire Home *Newly Built*,Entire home/apt,Pelham Gardens Entire Home *Newly Built*,entire home/apt
30023607,Sunny bedroom with a view in East Village/LES/NYC,private room,Sunny bedroom with a view in East Village/LES/NYC,private room
30027892,Stunning Garden Apartment in Prospect Heights,Entire home/apt,Stunning Garden Apartment in Prospect Heights,entire home/apt
30029651,Home away from home.,private room,Home away from home.,private room
30030480,Charming West Village Studio w/ Gym + Doorman by Blueground,Entire home/apt,Charming West Village Studio w/ Gym + Doorman by Blueground,entire home/apt
30033478,Invincible river view Central Park North,private room,Invincible river view Central Park North,private room
30034070,Private Patio Studio,ENTIRE HOME/APT,Private Patio Studio,entire home/apt
30034260,Bright Ultimate View with Balcony + Roof Access,Entire home/apt,Bright Ultimate View with Balcony + Roof Access,entire home/apt
30035166,4-Floor Unique Event Space 50P Cap. - #10299B,Entire home/apt,4-Floor Unique Event Space 50P Cap. - #10299B,entire home/apt
30035973,Astoria's Tranquil Home Away From Home,ENTIRE HOME/APT,Astoria's Tranquil Home Away From Home,entire home/apt
30036315,Room in Williamburg BK,Private room,Room in Williamburg BK,private room
30036390,Luxury Living Condo,Entire home/apt,Luxury Living Condo,entire home/apt
30037000,Calm apartment in Brooklyn,ENTIRE HOME/APT,Calm apartment in Brooklyn,entire home/apt
